name,kcal_per_100gr,fat_per_100gr,fiber_per_100gr,protein_per_100gr,carbs_per_100gr,user_id,rating,notes,tags,is_verified,image_url
"Pie,Vanilla Crm,Prep From Recipe",279.2,14.4,0.6,4.8,32.6,,,,,TRUE,
"Pillsbury,Choc Chip Cookies,Refr Dough",482.12,25,2.1,3.57,60.71,,,,,TRUE,
"Pillsbury,Cinn Rolls W/ Icing,Refr Dough",329.52,11.36,1.1,4.55,52.27,,,,,TRUE,
"Pillsbury,Traditional Fudge Brownie Mix,Dry",441.3,12.1,0,4.8,78.3,,,,,TRUE,
"Pizza Hut 12"" Chs Pizza,Reg Crust",270.61,10.89,1.8,11.93,31.22,,,,,TRUE,
"Pizza Hut 12"" Chs Pizza,Thick Crust",279.68,12.56,1.7,11.73,29.93,,,,,TRUE,
"Pizza Hut 12"" Chs Pizza,Thin 'N Crispy Crust",302.62,14.1,1.6,15.29,28.64,,,,,TRUE,
"Pizza Hut 12"" Pepperoni Pizza,Reg Crust",280.06,11.38,1.7,12.86,31.55,,,,,TRUE,
"Pizza Hut 12"" Pepperoni Pizza,Thick Crust",297.73,14.21,1.8,11.97,30.49,,,,,TRUE,
"Pizza Hut 12"" Super Supreme Pizza,Reg Crust",242.56,10.72,2,10.9,25.62,,,,,TRUE,
"Pizza Hut 14"" Chs Pizza,Reg Crust",271.35,10.87,1.1,11.75,31.63,,,,,TRUE,
"Pizza Hut 14"" Chs Pizza,Thick Crust",279.62,12.42,0.9,12,29.96,,,,,TRUE,
"Pizza Hut 14"" Chs Pizza,Thin 'N Crispy Crust",296.25,13.25,1.1,15.22,29.03,,,,,TRUE,
"Pizza Hut 14"" Pepperoni Pizza,Reg Crust",286.78,12.02,2.6,12.17,32.48,,,,,TRUE,
"Pizza Hut 14"" Pepperoni Pizza,Thick Crust",297.86,14.38,1.5,12.24,29.87,,,,,TRUE,
"Pizza Hut 14"" Super Supreme Pizza,Reg Crust",247.95,10.95,2.3,11.34,26.01,,,,,TRUE,
"Pizza,Chs Topping,Reg Crust,Frz,Ckd",268.04,12.28,2.2,10.36,29.02,,,,,TRUE,
"Pizza,Chs Topping,Rising Crust,Frz,Ckd",260.14,8.78,2.5,12.37,32.91,,,,,TRUE,
"Pizza,Meat & Veg Topping,Reg Crust,Frz,Ckd",275.55,14.43,2.2,11.28,25.14,,,,,TRUE,
"Pizza,Meat & Veg Topping,Rising Crust,Frz,Ckd",271.39,11.75,2.3,12.63,28.78,,,,,TRUE,
"Pizza,Pepperoni Topping,Reg Crust,Frz,Ckd",295.68,15.2,2.2,11.21,28.51,,,,,TRUE,
"Popcorn,Cakes",387.1,3.1,2.9,9.7,80.1,,,,,TRUE,
"Popeyes,Batter Fries,Analyzed Prior To December 2006",302.16,16.2,2.8,4.03,35.06,,,,,TRUE,
"Popeyes,Biscuit,Analyzed Prior To November 2006",400.23,23.31,1.7,5.73,41.88,,,,,TRUE,
"Popeyes,Coleslaw",161.02,11.18,1.7,0.98,14.12,,,,,TRUE,
"Popeyes,Fried Chick,Mild,Breast,Meat & Skn W/ Breading",264.8,15.6,0.4,22.96,8.14,,,,,TRUE,
"Popeyes,Fried Chick,Mild,Breast,Meat Only,Skn",168.28,5.32,0,29.11,0.99,,,,,TRUE,
"Popeyes,Fried Chick,Mild,Drumstk,Meat & Skn W/ Breading",288.21,18.81,0.5,20.19,9.54,,,,,TRUE,
"Popeyes,Fried Chick,Mild,Drumstk,Meat Only",178.54,7.66,0,26.22,1.18,,,,,TRUE,
"Popeyes,Fried Chick,Mild,Skn & Breading",436.4,33.88,1.1,12.02,20.85,,,,,TRUE,
"Popeyes,Fried Chick,Mild,Thigh,Meat & Skn W/ Breading",309.49,21.73,0.5,18.63,9.85,,,,,TRUE,
"Popeyes,Fried Chick,Mild,Thigh,Meat Only",202.7,11.5,0,24.2,0.6,,,,,TRUE,
"Popeyes,Fried Chick,Mild,Wing,Meat & Skn W/ Breading",344.82,23.78,0.6,20.06,12.64,,,,,TRUE,
"Popeyes,Fried Chick,Mild,Wing,Meat Only,Skn",238.54,12.06,0,29.39,3.11,,,,,TRUE,
"Popeyes,Fried Chick,Spicy,Breast,Meat & Skn W/ Breading",263.73,15.89,0.5,23.1,7.08,,,,,TRUE,
"Popeyes,Fried Chick,Spicy,Breast,Meat Only",165.94,5.42,0,29.04,0.25,,,,,TRUE,
"Popeyes,Fried Chick,Spicy,Drumstk,Meat & Skn W/ Breading",255.71,15.95,0.4,22.55,5.49,,,,,TRUE,
"Popeyes,Fried Chick,Spicy,Drumstk,Meat Only",187.37,8.97,0,26.33,0.33,,,,,TRUE,
"Popeyes,Fried Chick,Spicy,Skn & Breading",439.78,34.74,1.4,12.39,19.39,,,,,TRUE,
"Popeyes,Fried Chick,Spicy,Thigh,Meat & Skn W/ Breading",305.32,21.56,0.6,19.03,8.79,,,,,TRUE,
"Popeyes,Fried Chick,Spicy,Thigh,Meat Only,Skn & Breading",200.53,11.29,0,24.21,0.52,,,,,TRUE,
"Popeyes,Fried Chick,Spicy,Wing,Meat & Skn W/ Breading",351.22,24.82,0.8,20.22,11.74,,,,,TRUE,
"Popeyes,Fried Chick,Spicy,Wing,Meat Only",243.66,12.78,0,29.71,2.45,,,,,TRUE,
"Popeyes,Mild Chick Strips,Analyzed 2006",271.13,13.01,0.8,19.2,19.31,,,,,TRUE,
"Popeyes,Spicy Chick Strips,Analyzed 2006",253.32,11.2,1.2,19.61,18.52,,,,,TRUE,
"Pork,Cured,Shldr,Blade Roll,Ln&Fat,Rstd",281.92,23.48,0,17.28,0.37,,,,,TRUE,
"Pork,Cured,Shldr,Blade Roll,Ln&Fat,Unhtd",263.7,21.98,0,16.47,0,,,,,TRUE,
Potato Pancakes,268.59,14.75,3.2,6.06,27.9,,,,,TRUE,
"Potato Salad,Home-Prepared",129.2,8.2,1.3,2.68,11.17,,,,,TRUE,
"Potato Soup,Inst,Dry Mix",369.26,3.1,7.6,9.2,76.14,,,,,TRUE,
Poultry Salad Sndwch Sprd,197.88,13.52,0,11.64,7.41,,,,,TRUE,
"Pumpkin Pie Mix,Canned",111.09,0.13,8.3,1.09,26.39,,,,,TRUE,
Pumpkin Pie Spice,413.56,12.6,14.8,5.76,69.28,,,,,TRUE,
"Quail,Meat",186.97,12.05,0,19.63,0,,,,,TRUE,
Reddi Wip Fat Free Whipped Topping,157,5,0.4,3,25,,,,,TRUE,
Rice & Wheat Crl Bar,409.09,9.09,1.8,9.09,72.73,,,,,TRUE,
"Rice Bowl W/ Chick,Frz ,Prep",126.48,1.56,0.7,5.65,22.46,,,,,TRUE,
"Rice Cake,Cracker",391.5,4.3,4.2,7.1,81.1,,,,,TRUE,
"Rice Cakes,Brown Rice,Buckwheat",387.9,3.5,3.8,9,80.1,,,,,TRUE,
"Rice Cakes,Brown Rice,Buckwheat,Unsalted",387.9,3.5,0,9,80.1,,,,,TRUE,
"Rice Cakes,Brown Rice,Corn",387.2,3.2,2.9,8.4,81.2,,,,,TRUE,
"Rice Cakes,Brown Rice,Multigrain",385.9,3.5,3,8.5,80.1,,,,,TRUE,
"Rice Cakes,Brown Rice,Multigrain,Unsalted",385.9,3.5,0,8.5,80.1,,,,,TRUE,
"Rice Cakes,Brown Rice,Pln",384,2.8,4.2,8.2,81.5,,,,,TRUE,
"Rice Cakes,Brown Rice,Pln,Unsalted",384,2.8,4.2,8.2,81.5,,,,,TRUE,
"Rice Cakes,Brown Rice,Rye",386.2,3.8,4,8.1,79.9,,,,,TRUE,
"Rice Cakes,Brown Rice,Sesame Sd",390.6,3.8,5.4,7.6,81.5,,,,,TRUE,
"Rice Cakes,Brown Rice,Sesame Sd,Unsalted",390.6,3.8,0,7.6,81.5,,,,,TRUE,
"Rice Noodles,Cooked",105.04,0.2,1,0.91,24.9,,,,,TRUE,
"Rice Noodles,Dry",351.76,0.56,1.6,3.44,83.24,,,,,TRUE,
"Rice,White",360.72,2.44,0,9.37,75.32,,,,,TRUE,
"Rice,White,W/Pasta,Ckd",121.26,2.82,2.5,2.54,21.43,,,,,TRUE,
"Rolls, Dinner, Pln,Comm Prepared",309.83,6.47,2,10.86,52.04,,,,,TRUE,
"Rolls,Dinner,Egg",303.6,6.4,3.7,9.5,52,,,,,TRUE,
"Rolls,Dinner,Oat Bran",240.2,4.6,4.1,9.5,40.2,,,,,TRUE,
"Rolls,Dinner,Pln,Prep From Recipe,Made W/Lofat Milk",313.3,7.3,1.9,8.5,53.4,,,,,TRUE,
"Rolls,Dinner,Rye",284.2,3.4,4.9,10.3,53.1,,,,,TRUE,
"Rolls,Dinner,Wheat",275.1,6.3,3.8,8.6,46,,,,,TRUE,
"Rolls,Dinner,Whole-Wheat",281.5,4.7,7.5,8.7,51.1,,,,,TRUE,
"Rolls,French",273.9,4.3,3.2,8.6,50.2,,,,,TRUE,
"Rolls,Hamburger Or Hotdog,Mixed-Grain",270.8,6,3.8,9.6,44.6,,,,,TRUE,
"Rolls,Hamburger Or Hotdog,Pln",274.77,4.33,2.1,9.5,49.45,,,,,TRUE,
"Rolls,Hamburger Or Hotdog,Red-Cal",219.6,2,6.2,8.3,42.1,,,,,TRUE,
"Rolls,Hard",289.1,4.3,2.3,9.9,52.7,,,,,TRUE,
"Rolls,Pumpernickel",279.6,2.8,5.4,10.8,52.8,,,,,TRUE,
"Salad Dressing,Coleslaw",399.4,33.4,0.1,0.9,23.8,,,,,TRUE,
"Salad Drsng,1000 Island Drsng,Fat-Free",132.33,1.45,3.3,0.55,29.27,,,,,TRUE,
"Salad Drsng,1000 Island Drsng,Red Fat",201.44,11.32,1.2,0.83,24.06,,,,,TRUE,
"Salad Drsng,1000 Island,Comm,Reg",378.46,35.06,0.8,1.09,14.64,,,,,TRUE,
"Salad Drsng,Bacon&Tomato",330.2,35,0.2,1.8,2,,,,,TRUE,
"Salad Drsng,Blue Or Roquefort Chs Drsng,Comm,Reg",483.86,51.1,0.4,1.37,4.62,,,,,TRUE,
"Salad Drsng,Blue Or Roquefort Chs Drsng,Fat-Free",117.57,1.01,1.8,1.52,25.6,,,,,TRUE,
"Salad Drsng,Blue Or Roquefort Chs Drsng,Red Cal",85.5,2.7,0,2.1,13.2,,,,,TRUE,
"Salad Drsng,Blue Or Roquefort Chs,Lo Cal",96.8,7.2,0,5.1,2.9,,,,,TRUE,
"Salad Drsng,Bttrmlk,Lite",202.1,12.42,1.1,1.25,21.33,,,,,TRUE,
"Salad Drsng,Caesar Drsng,Reg",542.53,57.85,0.5,2.17,3.3,,,,,TRUE,
"Salad Drsng,Caesar,Lo Cal",115.2,4.4,0.1,0.3,18.6,,,,,TRUE,
"Salad Drsng,Coleslaw Drsng,Red Fat",340,20,0.4,0,40,,,,,TRUE,
"Salad Drsng,French Drsng,Comm,Reg",468.69,44.81,0,0.77,15.58,,,,,TRUE,
"Salad Drsng,French Drsng,Comm,Reg,Wo/ Salt",468.69,44.81,0,0.77,15.58,,,,,TRUE,
"Salad Drsng,French Drsng,Fat-Free",131.79,0.27,2.2,0.2,32.14,,,,,TRUE,
"Salad Drsng,French Drsng,Red Cal",226.6,13,0,0.4,27,,,,,TRUE,
"Salad Drsng,French Drsng,Red Fat",230.88,11.52,1.5,0.58,31.22,,,,,TRUE,
"Salad Drsng,French Drsng,Red Fat,Wo/ Salt",240.58,13.46,1.1,0.58,29.28,,,,,TRUE,
"Salad Drsng,French,Cttnsd,Oil,Home Recipe",645.8,70.2,0,0.1,3.4,,,,,TRUE,
"Salad Drsng,French,Home Recipe",645.8,70.2,0,0.1,3.4,,,,,TRUE,
"Salad Drsng,Grn Goddess,Reg",427.01,43.33,0.1,1.9,7.36,,,,,TRUE,
"Salad Drsng,Home Recipe,Ckd",161.9,9.5,0,4.2,14.9,,,,,TRUE,
"Salad Drsng,Home Recipe,Vinegar&Oil",460.9,50.1,0,0,2.5,,,,,TRUE,
"Salad Drsng,Honey Mustard Drsng,Red Cal",211,10,0.8,0.98,29.27,,,,,TRUE,
"Salad Drsng,Italian Drsng,Comm,Reg",298.57,28.37,0,0.38,10.43,,,,,TRUE,
"Salad Drsng,Italian Drsng,Comm,Reg,Wo/ Salt",298.57,28.37,0,0.38,10.43,,,,,TRUE,
"Salad Drsng,Italian Drsng,Fat-Free",46.71,0.87,0.6,0.97,8.75,,,,,TRUE,
"Salad Drsng,Italian Drsng,Red Cal",208,20,0.2,0.3,6.7,,,,,TRUE,
"Salad Drsng,Italian Drsng,Red Fat",77.58,6.38,0,0.47,4.57,,,,,TRUE,
"Salad Drsng,Italian Drsng,Red Fat,Wo/ Salt",77.58,6.38,0,0.47,4.57,,,,,TRUE,
"Salad Drsng,Kraft Free Fat Free Italian Drsng",57.7,0.9,0.7,1.4,11,,,,,TRUE,
"Salad Drsng,Kraft Free Fat Free Ranch Drsng",134.2,1,0.6,0.7,30.6,,,,,TRUE,
"Salad Drsng,Kraft Lt Done Right! Italian Drsng",166,14.4,1.3,1.1,8,,,,,TRUE,
"Salad Drsng,Kraft Lt Done Right! Ranch Drsng",252,22.8,0.5,1.2,10.5,,,,,TRUE,
"Salad Drsng,Kraft Mayo Fat Free Mayo Drsng",74.7,2.7,2,0.2,12.4,,,,,TRUE,
"Salad Drsng,Kraft Mayo Lt Mayo",332.5,32.9,0.1,0.6,8.5,,,,,TRUE,
"Salad Drsng,Kraft Miracle Whip Free Nonfat Drsng",87.1,2.7,1.9,0.2,15.5,,,,,TRUE,
"Salad Drsng,Kraft Miracle Whip Lt Drsng",227.4,18.6,0.1,0.6,14.4,,,,,TRUE,
"Salad Drsng,Kraft Ranch Drsng",507.3,53.7,0.3,1.4,4.6,,,,,TRUE,
"Salad Drsng,Kraft Zesty Italian Drsng",347.1,35.9,0.5,0.3,5.7,,,,,TRUE,
"Salad Drsng,Mayo & Mayonnaise-Type,Lo Cal",270.2,19,0,0.9,23.9,,,,,TRUE,
"Salad Drsng,Mayo Drsng,Diet,No Chol",399.8,33.4,0,0.9,23.9,,,,,TRUE,
"Salad Drsng,Mayo Type,Reg,W/Salt",399.8,33.4,0,0.9,23.9,,,,,TRUE,
"Salad Drsng,Mayo,Imitn,Milk Crm",98.7,5.1,0,2.1,11.1,,,,,TRUE,
"Salad Drsng,Mayo,Imitn,Soybn",238,19.2,0,0.3,16,,,,,TRUE,
"Salad Drsng,Mayo,Imitn,Soybn Wo/Chol",492.9,47.7,0,0.1,15.8,,,,,TRUE,
"Salad Drsng,Mayo,Lt",334.13,33.09,0,0.88,8.2,,,,,TRUE,
"Salad Drsng,Mayo,Soybn Oil,W/Salt",730.75,79.39,0,0.9,3.16,,,,,TRUE,
"Salad Drsng,Mayo,Soybn Oil,Wo/Salt",729.8,79.4,0,1.1,2.7,,,,,TRUE,
"Salad Drsng,Mayo,Soybn&Safflower Oil,W/Salt",729.8,79.4,0,1.1,2.7,,,,,TRUE,
"Salad Drsng,Mayonnaise-Like,Fat-Free",87.1,2.7,1.9,0.2,15.5,,,,,TRUE,
"Salad Drsng,Peppercorn Drsng,Comm,Reg",571.4,61.4,0,1.2,3.5,,,,,TRUE,
"Salad Drsng,Ranch Drsng,Comm,Reg",493.39,51.39,0.7,1.03,6.69,,,,,TRUE,
"Salad Drsng,Ranch Drsng,Fat-Free",124.32,1.92,0.1,0.25,26.51,,,,,TRUE,
"Salad Drsng,Ranch Drsng,Red Fat",202.1,12.42,1.1,1.25,21.33,,,,,TRUE,
"Salad Drsng,Russian Drsng",365.98,26.18,0.7,0.69,31.9,,,,,TRUE,
"Salad Drsng,Russian Drsng,Lo Cal",148.4,4,0.3,0.5,27.6,,,,,TRUE,
"Salad Drsng,Sesame Sd Drsng,Reg",453.6,45.2,1,3.1,8.6,,,,,TRUE,
"Salad Drsng,Spray-Style Drsng,Assorted Flavors",163.79,10.75,0.3,0.16,16.6,,,,,TRUE,
"Salad Drsng,Swt&Sour",15.2,0,0,0.1,3.7,,,,,TRUE,
Salami Italian Pork & Bf Dry Sliced 50% Less Na,350.4,26.4,0,21.8,6.4,,,,,TRUE,
Salami Pork Bf Less Na,396.06,30.5,0.2,15.01,15.38,,,,,TRUE,
"Sandwich Sprd,W/Chopd Pickle,Reg,Unspec Oils",399.2,34,0.4,0.9,22.4,,,,,TRUE,
"Sandwich Spread,Meatless",149,9,3.3,8,9,,,,,TRUE,
"Sandwich Spread,Pork,Beef",234.46,17.34,0.2,7.66,11.94,,,,,TRUE,
"Sandwiches&Burgers,Rst Bf Sndwch W/Chs",268.43,10.23,0,18.31,25.78,,,,,TRUE,
"Sandwiches&Burgers,Steak Sndwch",223.46,6.9,0,14.87,25.47,,,,,TRUE,
"Sauce,Pasta,Spaghetti/Marinara,Rts",86.37,2.69,2.6,1.78,13.76,,,,,TRUE,
"Sauce,Pasta,Spaghetti/Marinara,Rts,Lo Na",86.37,2.69,2.6,1.78,13.76,,,,,TRUE,
"Sauce,Pizza,Cnd,Rts",53.75,1.15,2,2.18,8.67,,,,,TRUE,
Sausage Berliner Pork Bf,226.24,17.2,0,15.27,2.59,,,,,TRUE,
Sausage Griddle Cake Sandwich,318.48,17.76,1,8.41,31.25,,,,,TRUE,
Sausage Italian Swt Links,148.7,8.42,0,16.13,2.1,,,,,TRUE,
Sausage Polish Bf W/ Chick Hot,259.4,19.4,0,17.6,3.6,,,,,TRUE,
Sausage Smmr Pork & Bf Stks W/ Cheddar Chs,426.19,37.91,0.2,19.43,1.82,,,,,TRUE,
Sausage Turkey Brkfst Links Mild,230.73,18.09,0,15.42,1.56,,,,,TRUE,
"Shortening Cake Mix,Soybn &Cttnsd",900,100,0,0,0,,,,,TRUE,
Shortening Household Soybn &Palm,900,100,0,0,0,,,,,TRUE,
"Shortening,Spl Purpose For Cakes&Frostings,Soybn",900,100,0,0,0,,,,,TRUE,
"Side Dishes,Potato Salad",114.51,6.03,0,1.53,13.53,,,,,TRUE,
Silk Black Cherry Soy Yogurt,88.26,1.18,0.6,2.35,17.06,,,,,TRUE,
Silk Blueberry Soy Yogurt,88.26,1.18,0.6,2.35,17.06,,,,,TRUE,
Silk French Vanilla Creamer,140.03,6.67,0,0,20,,,,,TRUE,
Silk Key Lime Soy Yogurt,90.62,1.18,0.6,2.35,17.65,,,,,TRUE,
Silk Peach Soy Yogurt,95.3,1.18,0.6,2.35,18.82,,,,,TRUE,
Silk Pln Soy Yogurt,65.16,1.76,0.4,2.64,9.69,,,,,TRUE,
Silk Raspberry Soy Yogurt,90.62,1.18,0.6,2.35,17.65,,,,,TRUE,
Silk Vanilla Soy Yogurt,86.44,1.76,0.6,2.94,14.71,,,,,TRUE,
"Smart Ones,Chick Enchiladas Suiza,Sour Crm W/Cheese,Frz",121.7,3.3,1.3,5.3,17.7,,,,,TRUE,
"Snacks,Granola Bar,Fruit-Filled,Nonfat",342.1,0.9,7.4,5.9,77.6,,,,,TRUE,
"Snacks,Kellogg'S Lofat Granola Bar,Crunchy Almd/Brn Sugar",410.6,7.4,6.2,8,78,,,,,TRUE,
"Snacks,Kellogg,Kellogg'S Rice Krispies Treats Squares",416.6,9,0.6,3.4,80.5,,,,,TRUE,
"Soup Company,Campbell'S Red & White,Pepper Pot Soup,Cond",72.97,3.17,0.8,3.97,7.14,,,,,TRUE,
"Soup, Swanson Chickne Broth",4.25,0.17,0,0.54,0.14,,,,,TRUE,
"Soup,Bean W/ Bacon,Dry,Mix,Prep W/ H2O",40.29,0.81,3.4,2.07,6.18,,,,,TRUE,
"Soup,Bean W/ Frankfurters,Cnd,Cond",145.19,5.31,4.6,7.6,16.75,,,,,TRUE,
"Soup,Bean W/ Frankfurters,Cnd,Prep W/ Eq Volume H2O",76.27,2.79,0,3.99,8.8,,,,,TRUE,
"Soup,Bean W/ Ham,Cnd,Chunky,Rts",96.9,3.5,4.6,5.19,11.16,,,,,TRUE,
"Soup,Bean W/ Pork,Cnd,Cond",131.18,4.42,5.9,5.88,16.97,,,,,TRUE,
"Soup,Bean W/ Pork,Cnd,Prep W/ Eq Volume H2O",64.2,2.16,2.9,2.88,8.31,,,,,TRUE,
"Soup,Bean W/Bacon,Cond,Single Brand",116.9,2.1,4.6,6.5,18,,,,,TRUE,
"Soup,Bean&Ham,Cnd,Red Na,Prep W/H2O Or Rts",80.67,1.03,4,4.19,13.66,,,,,TRUE,
"Soup,Beef Broth,Cubed,Dry",169.6,4,0,17.3,16.1,,,,,TRUE,
"Soup,Bf & Mushroom,Lo Na,Chunk Style",76.22,2.3,0.2,4.3,9.58,,,,,TRUE,
"Soup,Bf Broth Bouillon & Consomme,Cnd,Cond",13.44,0,0,2.52,0.84,,,,,TRUE,
"Soup,Bf Broth Or Bouillon Cnd,Rts",6.7,0.22,0,1.14,0.04,,,,,TRUE,
"Soup,Bf Broth Or Bouillon,Pdr,Dry",238.49,8.89,0,15.97,23.65,,,,,TRUE,
"Soup,Bf Broth Or Bouillon,Pdr,Prep W/H2O",2.56,0.08,0,0.21,0.25,,,,,TRUE,
"Soup,Bf Broth,Bouillon,Consomme,Prep W/ Eq Volume H2O",11.8,0,0,2.22,0.73,,,,,TRUE,
"Soup,Bf Broth,Cubed,Prep W/H2O",2.56,0.08,0,0.21,0.25,,,,,TRUE,
"Soup,Bf Mushroom,Cnd,Cond",60.8,2.4,0.2,4.6,5.2,,,,,TRUE,
"Soup,Bf Mushroom,Cnd,Prep W/ Eq Volume H2O",30.95,1.23,0.1,2.37,2.6,,,,,TRUE,
"Soup,Bf Noodle,Cnd,Cond",66.18,2.46,0.6,3.85,7.16,,,,,TRUE,
"Soup,Bf Noodle,Cnd,Prep W/ Eq Volume H2O",33.11,1.23,0.3,1.93,3.58,,,,,TRUE,
"Soup,Bf Noodle,Dry,Mix",323.79,6.39,2.7,17.93,48.64,,,,,TRUE,
"Soup,Bf Stroganoff,Cnd,Chunky Style,Rts",97.8,4.6,0.6,5.1,9,,,,,TRUE,
"Soup,Bf W/Veg&Barley,Cnd,Cond,Single Brand",61,1.4,0,3.9,8.2,,,,,TRUE,
"Soup,Black Bean,Cnd,Cond",92.88,1.32,6.8,4.83,15.42,,,,,TRUE,
"Soup,Black Bean,Cnd,Prep W/ Eq Volume H2O",46.46,0.66,3.4,2.42,7.71,,,,,TRUE,
"Soup,Bouillon Cubes&Granules,Lo Na,Dry",451.33,13.89,0.2,16.7,64.88,,,,,TRUE,
"Soup,Broccoli Chs,Cnd,Cond,Comm",86.9,5.3,1.8,2.1,7.7,,,,,TRUE,
"Soup,Chick Broth Cubes,Dry",194.7,4.7,0,14.6,23.5,,,,,TRUE,
"Soup,Chick Broth Cubes,Dry,Prep W/ H2O",5.12,0.12,0,0.39,0.62,,,,,TRUE,
"Soup,Chick Broth Or Bouillon,Dry",263.6,13.88,0,16.66,18.01,,,,,TRUE,
"Soup,Chick Broth Or Bouillon,Dry,Prep W/ H2O",4.39,0.23,0,0.28,0.3,,,,,TRUE,
"Soup,Chick Broth,Cnd,Cond",30.04,1.04,0,4.42,0.75,,,,,TRUE,
"Soup,Chick Broth,Cnd,Less/Reduced Na",6.96,0,0,1.36,0.38,,,,,TRUE,
"Soup,Chick Broth,Cnd,Prep W/ Eq Volume H2O",14.73,0.57,0,2.02,0.38,,,,,TRUE,
"Soup,Chick Broth,Cnd,Rts",6.5,0.1,0.4,1,0.4,,,,,TRUE,
"Soup,Chick Broth,Lo Na,Cnd",18.2,0.6,0,2,1.2,,,,,TRUE,
"Soup,Chick Corn Chowder,Chunky,Rts,Single Brand",99.1,6.3,0.9,3.1,7.5,,,,,TRUE,
"Soup,Chick Gumbo,Cnd,Cond",45.34,1.14,1.6,2.1,6.67,,,,,TRUE,
"Soup,Chick Gumbo,Cnd,Prep W/ Eq Volume H2O",23.35,0.59,0.8,1.08,3.43,,,,,TRUE,
"Soup,Chick Mushroom Chowder,Chunky,Rts,Single Brand",80,4.4,1.4,3,7.1,,,,,TRUE,
"Soup,Chick Mushroom,Cnd,Cond",110.1,7.3,0.2,3.5,7.6,,,,,TRUE,
"Soup,Chick Mushroom,Cnd,Prep W/ Eq Volume H2O",56.15,3.75,0.1,1.8,3.8,,,,,TRUE,
"Soup,Chick Noodle,Cnd,Cond",51.94,1.94,0.3,2.59,6.03,,,,,TRUE,
"Soup,Chick Noodle,Cnd,Prep W/ Eq Volume H2O",25.43,0.95,0.2,1.27,2.95,,,,,TRUE,
"Soup,Chick Noodle,Dry,Mix",369.55,6.51,3.2,15.42,62.32,,,,,TRUE,
"Soup,Chick Noodle,Dry,Mix,Prep W/ H2O",22.99,0.55,0.1,0.84,3.67,,,,,TRUE,
"Soup,Chick Noodle,Lo Na,Cnd,Prep W/ Eq Volume H2O",25.43,0.95,0.2,1.27,2.95,,,,,TRUE,
"Soup,Chick Rice,Cnd,Chunky,Rts",54.05,1.33,0.4,5.11,5.41,,,,,TRUE,
"Soup,Chick Rice,Dry,Mix,Prep W/ H2O",23.65,0.57,0.3,0.97,3.66,,,,,TRUE,
"Soup,Chick Veg W/Potato&Chs,Chunky,Rts",65.58,4.46,0.3,1.16,5.2,,,,,TRUE,
"Soup,Chick Veg,Chunky,Cnd,Rts",70.09,2.01,0,5.13,7.87,,,,,TRUE,
"Soup,Chick Veg,Chunky,Red Fat,Red Na,Rts,Single Brand",40.5,0.5,0,2.7,6.3,,,,,TRUE,
"Soup,Chick Veg,Cnd,Cond",60.68,2.32,0.7,2.94,7.01,,,,,TRUE,
"Soup,Chick Veg,Cnd,Prep W/ Eq Volume H2O",30.86,1.18,0.4,1.5,3.56,,,,,TRUE,
"Soup,Chick W/ Dumplings,Cnd,Cond",78.63,4.51,0.4,4.58,4.93,,,,,TRUE,
"Soup,Chick W/ Dumplings,Cnd,Prep W/ Eq Volume H2O",39.97,2.29,0.2,2.33,2.51,,,,,TRUE,
"Soup,Chick W/ Rice,Cnd,Cond",48.96,1.56,0.5,2.89,5.84,,,,,TRUE,
"Soup,Chick W/ Rice,Cnd,Prep W/ Eq Volume H2O",24.5,0.78,0.3,1.45,2.92,,,,,TRUE,
"Soup,Chick W/Star-Shaped Pasta,Cnd,Cond,Single Brand",50.2,1.4,0,2.3,7.1,,,,,TRUE,
"Soup,Chick,Cnd,Chunky,Rts",71.52,2.64,0.6,5.06,6.88,,,,,TRUE,
"Soup,Chili Bf,Cnd,Cond",118.57,2.53,2.5,5.09,18.86,,,,,TRUE,
"Soup,Chili Bf,Cnd,Prep W/ Eq Volume H2O",58.04,1.24,1.2,2.49,9.23,,,,,TRUE,
"Soup,Chs,Cnd,Cond",122.99,8.15,0.8,4.22,8.19,,,,,TRUE,
"Soup,Chs,Cnd,Prep W/ Eq Volume H2O",63.96,4.24,0.4,2.19,4.26,,,,,TRUE,
"Soup,Chs,Cnd,Prep W/ Eq Volume Milk",93.16,5.8,0.4,3.77,6.47,,,,,TRUE,
"Soup,Chunky Bf W/ Country Veg,Rts",61.58,1.22,0,4.08,8.57,,,,,TRUE,
"Soup,Chunky Bf,Cnd,Rts",66.19,1.11,0.6,3.97,10.08,,,,,TRUE,
"Soup,Chunky Chick Noodle,Cnd,Rts",37.18,0.9,0.4,3.27,4,,,,,TRUE,
"Soup,Chunky Veg,Cnd,Rts",51.38,1.54,0.5,1.46,7.92,,,,,TRUE,
"Soup,Clam Chowder,Manhattan Style,Cnd,Chunky,Rts",56.13,1.41,1.2,3.02,7.84,,,,,TRUE,
"Soup,Clam Chowder,Manhattan,Cnd,Cond",61.76,1.76,1.2,1.74,9.74,,,,,TRUE,
"Soup,Clam Chowder,Manhattan,Cnd,Prep W/Eq Volume H2O",30.22,0.86,0.6,0.85,4.77,,,,,TRUE,
"Soup,Clam Chowder,New Eng,Cnd,Prep W/ Eq Vlm Lofat Milk",60.65,2.01,0.3,3.24,7.4,,,,,TRUE,
"Soup,Clam Chowder,New England,Cnd,Cond",72.5,2.06,0.7,3.17,10.32,,,,,TRUE,
